"","mpa","CT.sp.assessed","housing & urban dvlpt","commercial & industrial dvlpt","tourism & recreation dvlpt","crops","livestock farming","oil & gas production","roads & rail","shipping","recreational activities","work disturbance","invasive intoduction","domestic waste water","agricultural effluent","excess energy","seine","trawl","gillnet","longline","pole.line","jigger","trap","pot","dredge","bivalve_production","crustaceans_production","marine_fish_general_production","salmon_production","shrimp_production","tuna_production","tot.sp"
"4526","193447",33,0,0,0.943424947145877,0,0,0,0,3.58152300864284,0.943424947145877,0,0,4.30875423110108,5.74500564146811,2.94590846047157,1.97785467128028,0,2.25696694750486,0,0,0,0,0,0,0,0,0,0.290889132821076,0,0,49
"4527","193448",57,0,0,0,0,0,0,0,0,0,0,0,2.04785292360788,3.53720050441362,0,0.561937716262976,0,3.96953985742061,0,0,0,0,0,0,0,0,0,0,0,0,106
"4528","193449",39,0,0,0.82046511627907,0,0,0,0,4.13267928054193,1.36744186046512,0,0,2.18557111568328,3.71547089666158,3.2582951029553,1.1159169550173,0,6.11795204147764,0,0,0,0,0,0,0,0,0,0,0,0,61
"4529","193450",57,0,0,0.824016913319239,0,0,0,0,0,1.03002114164905,0,0,2.16539457091657,3.93708103803013,0.198015576656353,0.968858131487889,0,7.18405703175632,3.65530126109295,0,0,0,0,0,0,0,0,0,0,0,107
"4530","193453",63,0,0,0,0,0,0,0,0,0,0,0,0.908940067697617,1.65261830490476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
"4531","193454",57,0,0,0,0,0,0,0,0,0,0,0,0.762195526647641,1.31651954602774,0,0.651903114186851,0,4.86779001944264,2.95095749649696,0,0,0,0,0,0,0,0,0,0,0,106
"4532","193455",64,0,0,0,0,0,0,0,1.77855641205326,0,0,0,1.45722439769032,2.64949890489148,1.82823002240478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
"4533","193456",57,0,0,0,0,0,0,0,0,0,0,0,1.04619366828168,1.80706179066835,0,0,0,2.80362929358393,0,0,0,0,0,0,0,0,0,0,0,0,106
"4534","193457",19,0,0,0,0,0,0,0,0,0,0,0,1.85810048450256,2.78715072675383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"4535","193458",19,0,0,0,0.0761926041783041,0,0,0,0.0315346881569727,0,0,0,1.33244839715936,1.99867259573903,0.0164301717699776,0,0.607822847682119,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"4536","193459",57,0,0,0,0,0,0,0,4.66398037841626,0,0,0,0.885577752704586,1.61014136855379,4.35548917102315,2.8961937716263,0,10.2948801036941,0,0,0,0,0,0,0,0,0,0,0,0,107
"4537","193460",50,0,0,0.5276955602537,0,0,0,0,3.40154169586545,0.659619450317125,0,0,2.63848144952545,4.55737704918033,3.22116718233223,0,0,8.70738820479585,0,0,0,0,0,0,0,0,0,0,0,0,88
"4538","193461",40,0,0,0,0,0,0,0,0,0,0,0,0.31990442689321,0.543837525718458,0.355275792168996,2.16885813148789,0,5.549902786779,5.16020551144325,0,0,0,0,0,0,0,0,0,0,0,64
"4539","193462",42,0,0,0.887610993657505,0,0,0,0,1.80612006540528,1.10951374207188,0,0,2.17853587310015,3.5648768832548,1.43454603648778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
"4540","193464",45,0,0,0,0,0,0,0,3.07358093903294,0,0,0,2.0614588172828,3.29833410765249,2.61389096340553,1.19480968858131,3.60720198675497,5.53564484769929,0.0840728631480617,0,0,1.08154506437768,2.34334763948498,0,0,0,0,0,0,0,75
"4541","193465",23,0,0,0,0.0684839682717015,0,0,0,3.24526979677645,0,0,0,1.75429747129488,2.1928718391186,1.71204523631708,2.380276816609,1.80711920529801,2.94718081659106,0,0,0,1.95708154506438,2.34849785407725,0,0,0,0,0.848518111964874,0,0,31
"4542","193466",42,0,0,0,0,0,0,0,0,0,0,0,2.67206477732794,4.23076923076923,0,0,0,1.87135450421257,0,0,0,0,0,0,0,0,0,0,0,0,64
"4543","193469",42,0,0,0,0,0,0,0,0,0,0,0,1.67113559434526,2.73458551801951,0,0,0,6.38042773817239,0,0,0,0,0,0,0,0,0,0,0,0,69
"4544","193509",112,9.29290322580645,12.1522580645161,11.6652854122622,1.18243771645626,0.591218858228131,0,1.42967741935484,0.0595655220742817,5.83264270613108,0,0,12.5121125638813,16.8913519612398,0.0474767950496106,0,8.59644039735099,11.4329228775113,0,0,0,0,0,0,0,0,0,0,0,0,169
"4545","193533",118,7.14245161290323,9.88954838709677,12.4158985200846,1.24209585521171,0.621047927605854,0,1.09883870967742,4.06353655687923,7.09479915433404,0,0,19.8236543439304,27.3755226654278,3.21092499733276,0,0,4.37848347375243,3.98505371321812,0,0,0,0,0,0,0,0,0,0,0,174
"4546","193570",146,0,0,4.35331923890063,0.202100323986147,0.202100323986147,0,0,1.58584442887176,2.17665961945032,0,0,12.133005906949,19.5476206278622,1.98207617625093,0,24.1995033112583,0,0,0,0,0,0,3.52413793103448,0,0,0,0,0,0,249
"4547","193587",134,0,0,10.9518816067653,0.842363981678025,0.842363981678025,0,0,0,5.05471458773784,0,0,14.1034047919294,21.5262494192606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
"4548","193590",134,6.55174193548387,8.9341935483871,10.5374207188161,0.814098983353815,0.814098983353815,0,0.595612903225806,0,4.86342494714588,0,0,16.3406119333643,25.4187296741223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
"4549","193599",136,10.0397419354839,14.2229677419355,5.52422832980973,0.323539269355379,0.323539269355379,0,0.836645161290323,0,2.76211416490486,0,0,14.2824716267339,22.5512709895799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
"4550","193600",29,0,0,3.48786469344609,0,0,0,0,1.5802382620883,0.871966173361522,0,0,4.49824118935422,6.2975376650959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"4551","193676",145,0,0,8.4153911205074,0.887163445425092,0.887163445425092,0,0,0,4.2076955602537,0,0,14.7061790668348,23.2202827371076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"4552","193690",138,0,0,8.67585623678647,0.657915316724388,0.657915316724388,0,0,1.36042980612007,4.95763213530655,0,0,14.2218092520077,20.6216234154112,1.01077563213486,0,0,0,0,0,0,0,0,2.02758620689655,0.338420450209844,0,0,0,0,0,216
"4553","193695",124,6.59303225806452,8.79070967741935,9.20389006342495,0.461289241425539,0.461289241425539,0,0.54941935483871,0,4.60194503171247,0,0,12.4185305634831,17.9378774805867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
"131","1937",1459,0,0,0,0,0,0,0,0,0,0,0,139.045264485299,138.577885445012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030
"4554","193709",152,0,0,11.0384778012685,0,0,0,0,0,5.88718816067653,0,0,9.04413619167718,14.7562222074733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
"4555","193718",137,0,0,11.0118393234672,0.698916322198637,0.698916322198637,0.295694557270512,0,1.51822004204625,5.87298097251586,0.168968318440292,0,12.4908740957058,17.4872237339882,1.36925210711618,0,4.26138245033113,0,0,0,0,2.22489270386266,2.92017167381974,0,0,0,0,0,0,0,208
"4556","193722",138,0,0,12.9593234672304,0.53614121327226,0.53614121327226,0,0,2.95444989488437,7.40532769556025,0,0,13.1877613327139,19.1222539324351,2.37042569081404,0,0,0,0,0,0,0,0,1.37854406130268,0,0,0,0,0,0,216
"4557","193723",138,10.3618064516129,14.6792258064516,12.4821987315011,0.466875209473802,0.466875209473802,0,0.863483870967742,2.67507591684186,7.13268498942918,0,0,12.2014999668149,17.6921749518816,2.17326362957431,0,0,0,0,0,0,0,0,3.85134099616858,0.175123998473865,0,0,0,0,0,216
"4558","193736",136,6.02193548387097,8.33806451612903,13.9419873150106,1.983912412021,0.991956206010502,7.2591389114541,0.926451612903226,7.5860780191544,7.96684989429176,3.62956945572705,0,20.9874560297339,31.9808853786421,6.663928304705,0,39.4271523178808,20.598833441348,26.9033162073797,0,0,10.8463519313305,14.4618025751073,2.0183908045977,0,0,0,0,0,0,201
"4559","193746",117,7.12567741935484,8.90709677419355,8.64270613107822,0.242654452016534,0.242654452016534,0,0.593806451612903,0,4.93868921775899,0,0,11.8448928121059,14.9619698679233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
"4560","193753",139,0,0,8.1400422832981,1.37660596581388,0.688302982906938,0,0,0.36673674375146,4.57877378435518,0,0,16.993163868056,22.4000796442557,0.319534834097941,0,10.2088162251656,6.52365521710953,0,0,0,2.27896995708155,3.03862660944206,2.15785440613027,0,0,0,0,0,0,210
"4561","193771",130,11.1783225806452,14.6178064516129,13.1720930232558,0.139984359289465,0.139984359289465,0,0.859870967741935,0,6.14697674418605,0,0,12.7692307692308,18.1457489878543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
"4562","193784",130,11.5205161290323,15.0652903225806,13.6084566596195,0.206457379063792,0.206457379063792,0,0.886193548387097,2.85914505956552,6.35061310782241,0,0,13.1210592686003,18.6457158027477,2.52160460898325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
"4563","193788",174,12.0887741935484,16.4061935483871,13.4914164904863,0.469333035415037,0.469333035415037,0,0.863483870967742,0,7.58892177589852,0,0,18.555518683215,27.8332780248225,0,0,27.3930049668874,17.8969539857421,0,0,0,0,0,0,1.08851583365128,0,0,0,0,0,284
"4564","193811",122,10.6343225806452,14.1790967741935,12.012177589852,0,0,0,0.886193548387097,1.76524176594254,6.006088794926,0,0,7.16439901772085,9.95055419127895,1.59874106476048,0,12.0918874172185,0,0,0,0,4.40858369098712,5.51072961373391,0,0,0,0,0,0,0,163
"4565","193836",137,14.9729032258065,17.9674838709677,8.95729386892178,0.084012959445872,0.042006479722936,0,1.99638709677419,1.22588180331698,4.47864693446089,0,0,0,0,1.33063053451403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
"4566","193868",161,5.57470967741935,7.16748387096774,14.889133192389,0.866830521729416,0.866830521729416,0,0.398193548387097,3.49672973604298,8.37513742071882,0,0,13.0364372469636,19.5546558704453,3.3581564067001,0,0,13.5294880103694,0,0,0,9.11587982832618,13.1673819742489,0,0,0,0,0,0,0,255
"4567","193895",137,12.3522580645161,14.8227096774194,9.5891754756871,0.198413585074293,0.0992067925371467,0,1.64696774193548,0.429338939500117,4.79458773784355,0,0,3.46771089135196,4.62361452180262,0.357196201856396,0,0,0,0,0,0,0.592274678111588,0.789699570815451,0,0.270125906142694,0,0,0,0,0,207
"132","1939",298,0,0,0,3.3459948609094,0.669198972181879,0,0,24.1030133146461,0,0,0,46.0075662042875,36.9271255060729,2.24730609196629,0,0,0,4.57076132648295,0,0,0,0,0,0,0,0,0,0,0,511
"4568","193909",121,10.0077419354839,12.8670967741935,13.1355602536998,0.566305440732879,0.566305440732879,0,0.714838709677419,1.42957252978276,6.56778012684989,0,0,12.9806862680029,18.1729607752041,1.51520324335858,0,8.79201158940397,9.21775761503564,0,0,0,0,0,0,0,0,0,0,0,0,175
"4569","193920",133,0,0,4.2507399577167,0.697799128588985,0.697799128588985,0,0,0,1.98367864693446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
"4570","193940",126,10.0908387096774,12.2531612903226,13.5412262156448,0.540721707071836,0.270360853535918,0,1.44154838709677,1.93646344312077,6.31923890063425,0,0,19.0416141235813,25.7061790668348,2.59628720793769,0,9.06291390728477,0,0,0,0,9.33476394849786,11.8240343347639,0,1.0049599389546,0,0,0,0,0,180
"4571","193946",137,14.821935483871,17.7863225806452,10.1114587737844,0.555468662719249,0.277734331359625,0,1.97625806451613,0.190609670637701,5.05572938689218,0,0,0,0,0.950389416408834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
"133","1940",205,8.70193548387097,8.26683870967742,11.5269344608879,0,0,0,0,0.112123335669236,4.74638477801269,0,0,9.37446074201898,13.7011349306431,0.112023898431665,0,22.7144039735099,0,0,0,0,0,0,0,0,0,0,0,0,0,485
"920","19402",591,0,0,116.08422832981,0,0,0,0,0,66.7051162790698,0,0,110.51861684476,108.080706179067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525
"4572","194049",121,9.58141935483871,12.3189677419355,10.1019873150106,0.524298961009943,0.524298961009943,0,0.684387096774194,0,5.05099365750529,0,0,12.3820269463065,17.3348377248291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
"4573","194098",121,0,0,11.8812684989429,0.559155401631103,0.559155401631103,0,0,0.76594253679047,5.94063424947146,0,0,14.8735647441428,20.8229906418,0.706710764963192,0,0,0,0,0,0,6.18025751072961,7.82832618025751,0,0,0,0,0,0,0,175
"4574","194147",121,0,0,4.53412262156448,0.510110602167356,0.510110602167356,0,0,0,2.26706131078224,0,0,12.3554788610871,17.297670405522,0,0,0,0,0,0,0,4.14592274678112,5.25150214592275,0,0,0,0,0,0,0,175
"4575","194171",128,0,0,4.99154334038055,0.430119539716233,0.430119539716233,0,0,0,2.32938689217759,0,0,6.75535939470366,9.244176013805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
"4576","194201",112,11.6043870967742,15.1749677419355,9.06300211416491,1.05976985811641,0.529884929058206,0,1.78529032258065,0,4.53150105708245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
"4577","194406",200,21.7388387096774,19.7625806451613,12.6342494714588,0.84906714333594,0.42453357166797,0,0.988129032258064,0,10.0021141649049,0,0,14.1941992433796,14.1941992433796,0.320708417795796,0,2.86734271523179,0,0,0,0,0,0,0,0,0,0,0,0,0,357
"4578","194411",199,0,0,8.10418604651163,0.0685956876326667,0.0342978438163334,0,0,0,6.41581395348837,0,0,6.49313068294949,6.72502820734055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
"4579","194420",199,0,0,8.10418604651163,0.0685956876326667,0.0342978438163334,0,0,0,6.41581395348837,0,0,6.49313068294949,6.72502820734055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
"4580","194425",199,0,0,12.5997463002114,0.715674226343425,0.357837113171713,0,0,0.48236393366036,9.97479915433404,0,0,15.3110771885578,15.8579013738634,0.410327536541129,0,18.1715645695364,0,0,0,0,0,0,0,0,0,1.56921487603306,0,0,0,355
"4581","194428",199,0,0,12.5997463002114,0.715674226343425,0.357837113171713,0,0,0.48236393366036,9.97479915433404,0,0,15.3110771885578,15.8579013738634,0.410327536541129,0,18.1715645695364,0,0,0,0,0,0,0,0,0,1.56921487603306,0,0,0,355
"4582","194512",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"4583","194528",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"4584","194553",1,0,0,0,0,0,0,0,0,0,0,0,0,0.30390920554855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4585","194554",1,0,0,0,0,0,0,0,0,0,0,0,0,0.425698546492334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4586","194563",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4587","194579",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4588","194583",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"4589","194587",8,0,0,0.28338266384778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"4590","194592",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"134","1946",209,0,0,0,0,0,0,0,0,0,0,0,2.31645317581469,2.18776133271388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
"4591","194621",8,0,0,0,0,0,0,0,0,0,0,0,0.657463330457291,1.31492666091458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"4592","194630",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4593","194631",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4594","194632",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4595","194633",1,0,0,0,0,0,0,0,0,0,0,0,0,0.357403597265547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4596","194634",1,0,0,0,0,0,0,0,0,0,0,0,0,0.43080905289706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4597","194637",1,0,0,0,0,0,0,0,0,0,0,0,0,0.443817614654543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4598","194639",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4599","194640",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4600","194642",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4601","194648",1,0,0,0,0,0,0,0,0,0,0,0,0,0.250215703192407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4602","194689",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"135","1948",289,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27600554785021,38.7871972318339,58.3596854304636,0,18.8925735637553,0.534027221777422,0,0,0,0,0,0,0,0,0,0,838
"4604","194816",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4605","194884",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"136","1949",209,0,0,0,0,0,0,0,0,0,0,0,0.847016658923475,0.799960177872171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
"4607","194940",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4608","194941",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4609","194943",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4610","194944",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4611","194945",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4612","194946",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4613","194951",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"137","1951",167,0,0,0,0,0,0,0,0,0,0,0,1.53494391716997,1.77108913519612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
"4617","195126",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"4618","195143",1,0,0,0,0,0,0,0,0,0,0,0,0,0.531227185239265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4619","195144",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4620","195145",1,0,0,0,0,0,0,0,0,0,0,0,0,0.347779916373532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4621","195168",7,0,0,0,0,0,0,0,0,0,0,0,0.110705515364704,0.276763788411761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"4622","195170",8,0,0,0,0.57122109261535,0,0,0,0,0,0,0,0.9384084422911,1.8768168845822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"4624","195189",9,0,0,0.394587737843552,0,0,0,0,0,0,0,0,0.0807061790668348,0.141235813366961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"138","1952",323,0,0,21.1901057082452,0,0,0,0,0,10.2532769556025,0,0,0.580075662042875,0.73139974779319,2.41374159820762,0,0,0,38.7272302662307,0,0,0,0,0,0.618084700495994,0,0,0,0,0,915
"4625","195219",8,0,0,0,0.460395486537817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"4626","195254",8,0,0,0,0.75254161546196,0,0,0,0,0,0,0,1.27331253733324,2.54662507466649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"4627","195276",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0850202429149798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4628","195278",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4629","195279",1,0,0,0,0,0,0,0,0,0,0,0,0,0.036304506537466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4630","195280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4631","195282",1,0,0,0,0,0,0,0,0,0,0,0,0,0.32401938010221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4632","195283",1,0,0,0,0,0,0,0,0,0,0,0,0,0.280613260768567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4634","195290",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0844229109975443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4635","195294",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0875423110108183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4636","195295",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0505077321298201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4637","195296",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0588703789739165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4638","195298",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0676312470963032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4639","195300",4,0,0,0,0,0,0,0,0,0,0,0,0.0460609278555784,0.138182783566735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"4640","195303",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0474547023295945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4641","195320",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4642","195321",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4643","195326",1,0,0,0,0,0,0,0,0,0,0,0,0,0.297803145948098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4644","195332",1,0,0,0,0,0,0,0,0,0,0,0,0,0.17495188159554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4645","195337",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0609942257914648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4646","195340",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4647","195351",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0610605960045132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4648","195352",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0544899449127232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4649","195353",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0984270259507533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4650","195355",1,0,0,0,0,0,0,0,0,0,0,0,0,0.402800822990642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4651","195356",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0493130682949492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4652","195357",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0432733789075463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4653","195359",1,0,0,0,0,0,0,0,0,0,0,0,0,0.086613128028141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4655","195365",1,0,0,0,0,0,0,0,0,0,0,0,0,0.392646180394239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4656","195367",1,0,0,0,0,0,0,0,0,0,0,0,0,0.108581668547156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4657","195368",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4658","195369",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4659","195371",1,0,0,0,0,0,0,0,0,0,0,0,0,0.810513041746864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4660","195372",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0832282471626734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4661","195376",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0868786088803345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4662","195379",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4663","195384",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0481847746731267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4664","195389",1,0,0,0,0,0,0,0,0,0,0,0,0,0.025419791597531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4665","195393",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0466582597730139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4666","195394",1,0,0,0,0,0,0,0,0,0,0,0,0,0.113161213247495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4667","195397",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4669","195440",1,0,0,0,0,0,0,0,0,0,0,0,0,0.213313864737506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4670","195451",1,0,0,0,0,0,0,0,0,0,0,0,0,0.353686865334838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4671","195452",2,0,0,0,0,0,0,0,0,0,0,0,0,0.827769297139444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4672","195463",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4673","195465",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0712152386009159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"4674","195474",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
